Arquivo,Linha,Coluna,Código,Mensagem,Prioridade,Auto-corrigível
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/adapters/registry.py,19,32,F821,Undefined name `BaseAdapter`,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/adapters/registry.py,29,53,F821,Undefined name `BaseAdapter`,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/adapters/registry.py,56,62,F821,Undefined name `BaseAdapter`,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/adapters/registry.py,67,47,F821,Undefined name `BaseAdapter`,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/adapters/registry.py,96,26,F821,Undefined name `BaseAdapter`,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,28,23,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,30,24,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,30,25,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,32,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,32,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,32,20,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,33,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,50,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,52,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,52,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,52,45,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,52,46,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,53,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,53,52,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,53,53,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,54,17,None,SyntaxError: Expected `except` or `finally` after `try` block,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,54,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,54,19,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,55,13,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,55,14,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,59,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,59,26,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,59,31,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,60,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,60,31,None,SyntaxError: Expected ')'; found 'from',9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,60,37,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,60,38,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,62,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,63,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,63,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,63,45,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,63,46,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,64,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,64,37,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,64,38,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,65,17,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,65,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,65,19,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,66,13,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,66,14,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,68,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,68,34,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,70,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,70,19,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,72,9,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,72,22,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,72,23,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,73,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,73,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,73,20,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,74,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,85,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,85,13,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,85,25,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,85,26,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,86,13,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,86,43,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,86,44,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,87,13,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,88,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,88,10,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,91,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,91,35,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,93,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,93,19,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,95,9,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,95,22,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,95,23,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,96,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,96,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,96,20,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,97,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,108,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,108,13,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,108,25,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,108,26,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,109,13,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,109,59,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,109,60,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,110,13,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,111,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,111,10,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,114,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,114,32,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,116,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,116,19,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,118,9,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,118,22,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,118,23,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,119,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,119,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,119,20,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,120,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,131,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,131,13,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,131,25,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,131,26,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,132,13,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,132,43,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,132,44,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,133,13,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,134,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,134,10,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/factory.py,139,1,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/agents/multi_agent.py,3,1,I001,Import block is un-sorted or un-formatted,4,Sim
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/analysis/code.py,8,1,I001,Import block is un-sorted or un-formatted,4,Sim
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/analysis/code.py,23,1,B018,Found useless expression. Either assign it to a variable or remove it.,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/analysis/code.py,199,48,F821,Undefined name `MetricsCollector`,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/analysis/code.py,257,13,B904,Within an `except` clause; raise exceptions with `raise ... from err` or `raise ... from None` to distinguish them from errors in exception handling,1,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,20,19,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,24,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,24,6,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,24,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,25,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,48,1,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,51,19,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,62,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,62,6,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,62,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,63,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,86,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,93,13,None,SyntaxError: Expected `except` or `finally` after `try` block,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,93,14,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,98,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,98,28,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,99,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,99,32,None,SyntaxError: Expected ')'; found 'from',9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,99,41,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,99,42,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,101,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,102,13,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,102,14,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,103,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,103,26,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,103,31,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,104,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,106,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,130,20,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,131,9,None,SyntaxError: Only single target (not tuple) can be annotated,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,131,23,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,131,33,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,132,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,132,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,132,10,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,132,15,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,133,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,158,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,237,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,238,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,238,25,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,238,44,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,238,45,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,239,25,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,239,49,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,239,50,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,240,21,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,240,22,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,241,17,None,SyntaxError: Expected `except` or `finally` after `try` block,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,241,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,246,9,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,246,26,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,246,31,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,247,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,249,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/distributed.py,338,1,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/migration.py,181,17,B028,No explicit `stacklevel` keyword argument found,4,Sim
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/migration.py,225,21,B028,No explicit `stacklevel` keyword argument found,4,Sim
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/caching/migration.py,244,17,B028,No explicit `stacklevel` keyword argument found,4,Sim
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,154,22,None,SyntaxError: Expected ':'; found newline,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,155,9,None,SyntaxError: Only single target (not tuple) can be annotated,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,155,31,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,156,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,156,7,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,156,10,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,156,15,None,SyntaxError: Expected an expression,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,157,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,168,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,169,13,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,169,14,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,181,5,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,218,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,221,13,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,221,14,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,228,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,231,1,None,SyntaxError: Unexpected indentation,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,231,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,231,49,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,231,50,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,232,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,232,44,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,232,45,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,233,21,None,SyntaxError: Invalid annotated assignment target,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,233,61,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,233,62,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,234,17,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,234,18,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,234,19,None,SyntaxError: Expected a statement,9,Não
/home/pimentel/Workspace/pepperpy/pepperpy-ai/pepperpy/cli/base.py,235,13,None,SyntaxError: Expected a statement,9,Não
